128,Dholavira,,,,,,<  ,0,346,ASI 90,,,,,square,,,SEAL:S,,2.0,2.0,1.3,20,20,1.3,0,Steatite,,Fair,complete,SAN,Bull1:S,,1,MD-Dlv#01,SS,1,R/L,  ,2,Y,Linear,Equal,+156-019+,Bull1,Bull1,Bull1:S,R,SAN,Y,,
129,Dholavira,,,,,,<  ,0,347,ASI 90,,,,,square,,,SEAL:S,,2.0,2.0,1.2,20,20,1.2,0,Steatite,,Poor,complete,HBF,Bull1:J,,1,,UC,1,R/L,  ,2,Y,Linear,Equal,+093-808+,Bull1,Bull1,Bull1:J:n,R,HBF,Y,,
130,Dholavira,Bailey,,57 x 54 x 1,,,<  ,0,348,ASI 90/20781,Bisht 2015:280,4,,PBSG,square,230,,SEAL:S,,26.91,26.84,6.75,26.91,26.84,6.75,10.27,Steatite,,Fair,chipped,S??,Bull1:W,,1,,2L,2,R/L,          ,9,Y,Strong linear,Equal,+244-165/740-879-220-416-803-002-856+,Bull1,Bull1,Bull1:W:c,R,S??,N,,
131,Dholavira,,,,,,<  ,0,349,ASI 90,,,,,square,,,SEAL:S,,1.8,1.8,0.8,18,18,8,0,Steatite,,Good,complete,SAN,Bull1:S,,1,,SS,1,R/L,   ,3,Y,Strong linear,Equal,+520-460-495+,Bull1,Bull1,Bull1:S:c,R,SAN,Y,,
132,Dholavira,,,,,,<  ,0,358,ASI 92,,,,,square,,,SEAL:S,,2.7,2.6,1.3,27,26,1.3,0,Steatite,,Poor,complete,None,Tigr,,1,,PP,1,R/L,    ,4,Y,Linear,Equal,+740-416-002-861+,Tigr,Tigr,Tigr,R,None,Y,,
133,Dholavira,,,,,,<  ,0,374,ASI 93,,,,,square,,,SEAL:S,,2.5,2.5,1.3,25,25,1.3,0,Steatite,,Poor,complete,None,None,,1,,UC,1,R/L,  ,2,Y,Linear,Unequal,+520-460+,,
134,Dholavira,,,,,,<  ,0,375,ASI 95,,,,,rectangular,,,SEAL:R,,1.9,1.7,0.9,19,17,9,0,Steatite,,Fine,complete,None,None,,1,,SC,1,R/L,    ,4,Y,Linear,Equal,+154-388-717-705+,,
135,Dholavira,,,,,,<  ,0,376,ASI 95,,,,,rectangular,,,SEAL:R,,2.0,1.1,1.0,20,11,10,0,Clay,,Fair,complete,None,None,,1,,SC,1,R/L,    ,4,Y,Linear,Unequal,+590-407-790-032+,,
136,Dholavira,,,,,,<  ,0,377,ASI 95,,,,,rectangular,,,SEAL:R,,3.4,3.5,1.5,34,35,1.5,0,Steatite,,Good,complete,None,None,,1,,PP,1,R/L,    ,4,Y,Linear,Equal,+390-016-002-861+,,
137,Dholavira,,,,,,<  ,0,378,ASI 95,,,,,rectangular,,,SEAL:R,,2.2,1.0,1.0,22,10,10,0,Steatite,,Fair,complete,None,None,,1,,SS,1,L/R,  ,2,Y,Linear,Equal,+617-142+,,
138,Dholavira,Castle,,XE 22,,,<  ,0,379,ASI 95/2393,Bisht 2015:262,,,PBSG,cuboid-convex,0,plano-convex,SEAL:R,Brown,23.60,12.59,4.54,23.6,12.59,4.54,8.09,Steatite,,Fine,complete,None,None,,1,,PP,1,R/L,    ,4,Y,Linear,Equal,+520-033-706-233+,,
139,Dholavira,,,,,,<  ,0,380,ASI 95,,,,,rectangular,,,SEAL:R,,2.7,1.2,0.6,27,12,6,0,Steatite,,Good,complete,None,None,,1,,SS,1,R/L,    ,4,Y,Linear,Equal,+740-100-407-590+,,
140,Dholavira,,,,,,<  ,0,390,ASI 94,,,,,,,,TAG,,1.5,1.7,0.6,15,17,6,0,Clay,,Poor,fragment,None,None,,1,,SS,1,R/L,  ,2,?,,,+520-033[,,
141,Dholavira,,,,,,<  ,0,391,ASI 94,,,,,,,,TAG:L,,3.5,3.2,1.5,35,32,1.5,0,Clay,,Poor,fragment,None,None,,1,,UC,1,R/L,   ,3,N,,,+090-740-000[,,
142,Dholavira,,,,,,<  ,0,392,ASI 94,,,,,,,,TAG:L,,3.8,3.9,1.4,38,39,1.4,0,Clay,,Poor,complete,None,None,,1,,??,1,R/L,  ,2,N,,,+740-000+,,
143,Dholavira,Castle,,57 x 28 x 4,,,<  ,0,403,ASI 97/19612,Bisht 2015:279,,,,rectangular,,,TAB:B,Brown,30.03,12.01,17.64,30.03,12.01,17.64,0,Clay,,Fair,complete,None,Gavi,,1,,SP,1,R/L,      ,6,N,,,+000-400-350-031-002-817+,Gavi,Gavi,Gavi,,None,Y,,
144,Dholavira,Castle,Citadel,,W.Chamber,N.Gate,<  ,0,,signboard,,,,,,,,MISC,White,300cm,37cm,,3000,370,0,0,Gypsum,,Fair,complete,None,None,Photo reversed here.  There are two good reasons the sign sequence: First, 354/196/419/392 is found in 5 other instances all in the order given here.  Second, both 084 and 253 are much more common than there mirror images.  I conclude the board fell face down of the building.  ,1,,LC,1,R/L,         ,9,Y,,,+798-821-001-480-850-820-388-611-820+,,
145,Dholavira,,,,,,,9121,,,BBM:XXV(1973-74):Pl.XI.1,,,NBCF,square,,,SEAL:S,,,,,0,0,0,0,,,Poor,complete,HBN,Bull1:J,,1,,SP,1,R/L,     ,5,Y,Linear,Unequal,+151-382-031-002-861+,Bull1,Bull1,Bull1:J:n,R,HBN,Y,,
146,Dholavira,,,,,,,0,,,,,,PN,cuboid-convex,,plano-convex,SEAL:R,,,,,0,0,0,0,,,Poor,fragment,None,None,,1,,PP,1,R/L,   ,3,N,Linear,Equal,]000-002-817+,,
147,Failaka,,F3,Trench D,3-4,,<  ,0,,,Kjaerum (1983: No. 319),,2000BC,,circular,7.5,,SEAL:C,,,,,0,0,0,0,,,Poor,slightly chipped,,Gaur,Kassite layer.  middle sign is Cuneiform; three lower (green) signs might be Elamite-- a possible tri-lingual text.,1,,UC,1,,    ,4,N,Unordered,Equal,+317-817-000-090+,Gaur,Gaur,Gaur,R,,N,,
148,Failaka,,F3,,,,<  ,0,,,Kjaerum (1983: No. 279),,2000BC,,circular,,,SEAL:C,,,,,0,0,0,0,,,Poor,fragment,,,,1,,SC,1,R/L,    ,4,?,Circular,Unequal,]090-001-350-716+,,
149,Farmana,East Area,SE,2Xd5,,,<  ,0,,2XD509005,Excavations at Farmana_Chapter_7_Minor_objects_from_the_Settlement Area,II,4,PBVF,square,129.7,,SEAL:S,Light Brown,,,,21.02,21.32,5.14,12.36,Steatite,,Good,complete,S520,Bull1,,1,,SS,1,L/R,  ,2,Y,Linear,Equal,+240-220+,Bull1,Bull1,Bull1:I:n,R,S520,Y,,
150,Farmana,North Area,SW,Trench 03,,,<  ,0,0307015,4809,Excavations at Farmana_Chapter_7_Minor_objects_from_the_Settlement Area,II,4,,,1.19,,TAG,Light Brown,30.0+mm,33.0+mm,12.0mm,0,0,0,0,Clay,,Poor,fragment,,Bull1,,1,,SP,1,R/L,   ,3,Y,,,+740-760-445+,Bull1,Bull1,Bull1:I:n,L,,N,,
151,Farmana,North Area,Trench 02,AII,Pit 2,,<  ,0,110,Lot 0207023,Excavations at Farmana_Chapter_7_Minor_objects_from_the_Settlement Area,II,4,PBRF,square,110,,SEAL:S,Light Brown,,,,20.65,20.13,5.55,11.5,Steatite,,Fair,slightly chipped,S520,Buff,SD = 1.01 m; ED = 1m 10 cm; Excavated 05-09-07,1,,SS,1,R/L,  ,2,Y,Linear,Equal,+220-032+,Buff,Buff,Buff,L,S520,Y,,
152,Farmana,Central Area,,Trench IB6,,,<  ,0,1329 Q-1,IB608007,Excavations at Farmana_Chapter_7_Minor_objects_from_the_Settlement Area,,5,PBSG,square,,,SEAL:S,Light Brown,,,,29.74,24.82,6.93,12.43,Steatite,,Poor,fragment,None,Zebu,Labled St.No.3H.,1,,UC,1,R/L,  ,2,N,Linear,Equal,]615-715+,Zebu,Zebu,Zebu,R,None,N,,
153,Farmana,Central Area,,Trench IH8,,NW,<  ,0,818 Q-1,IH809005,Konasukawa (2013),II,5,PBRFI,square,62-64 ,,SEAL:S,Light Brown,,,,26.97,27.36,7.79,12.7,Steatite,,Good,complete,RAN,Bull1:J,Also labeled 868; excavated 23-02-09.,2,,UC,1,R/L,  ,2,Y,Strong linear,Equal,+390-371+,UC,1,R/L,  ,2,Y,Linear,Unequal,+390-371+,Bull1,Bull1,Bull1:J:cn,R,RAN,Y,,
154,Farmana,,SE,2D3,,,<  ,0,DK,2D909017,,,,,,125 ,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,complete,None,None,,1,,UC,1,,  ,2,Y,,,+390-390+,,
155,Farmana,,,ID5,,,<  ,0,Q1-921,ID509015,,,,,,119,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,complete,None,None,,1,,UC,1,, ,1,Y,Indefinable,Indefinable,+740+,,
156,Ganweriwala,,,,,,<  ,0,Gwr1,,,,,,rectangular,,,TAB:B,Light Brown,,,,0,0,0,0,,,Poor,fragment,None,Scene,,1,,UC,1,L/R,   ,3,?,,,+400-740-900[,Scene,Scene,Scene,,None,Y,,
157,Gharo Bhiro,,,,,,,0,,,,,,,rectangular,,,SEAL:R,,,,,0,0,0,0,,,Fair,complete,None,None,,1,,SS,1,R/L,   ,3,Y,Linear,Equal,+740-923-838+,,
158,Gola Dhoro (Bagasra),Trench Eh 1,,,,,<  ,0,BSR 7368,,Jamison et al. 2017: Inscribed Unicorn Seals from Bagasra, Gujarat,Layer 1,,PBVG,square,223 ,,SEAL:S,White,1.4cm,1.4cm,,14,14,7,10,,,Poor,complete,SAN,Bull1:I,Seal has a small compartment or chamber that extends vertically down the middle of the seal body.,1,,SC,1,R/L,    ,4,Y,Linear,Equal,+236-140-893-861+,Bull1,Bull1,Bull1:I:n,R,SAN,Y,,
159,Gumla,,,,,,,0,C 0 (3) G,151,CISI vol. 2,Period IV B,,,,,,POT:T:p,,,,,0,0,0,0,Clay,,Fair,fragment,None,None,,1,,UC,1,, ,1,Y,Indefinable,Indefinable,+840+,,
160,Hajar,,,,,,<  ,0,,,In The Indus Civilization Gerd Weisgerber ch 24; p.201; fig.24.7.,,,,prism,,triangular,TAB:I,,,,,0,0,0,0,,Bahrain National Museum,Fair,complete,None,Gaur,2 Goats+ Bull:ii on two sides.,1,,SS,1,R/L,  ,2,Y,,,+617-117+,Gaur,Gaur,Gaur,L,None,Y,Scene, 2 Goats,Scene,,,None,Y,,
161,Harappa,,,,,,,4838,,751,Vats CIII:038,,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,fragment,None,None,,1,,UC,1,,  ,2,N,,,]000-615+,,
162,Harappa,F,,,,,,4500,,500,,,,,rectangular,,,TAB:I,White,0.55,0.3,,13.97,7.62,0,0,Steatite,,Poor,complete,None,None,Given in error in the CISI as H-946 = VATS 500.,2,,ZN,1,R/L,  ,2,Y,,,+033-255+,??,1,R/L,   ,3,N,,,]033-000-000+,,
163,Harappa,,,,,,,0,,640,Pu.53:3051-52,,,,,,,TAB:B,Green,,0.4,,0,10.16,0,0,Faience,,Poor,fragment,None,None,,2,,UC,1,,  ,2,N,,,]000-032[,UC,1,,  ,2,N,,,]740-000[,,
164,Harappa,,,,O9/17,,,4811,11343,724,Vats CII:011,,Stratum IV,,,-9.5,,MISC,,8,5,2,203.2,127,50.8,0,Brick,,Poor,partly damaged,None,None,,1,,UC,1,R/L,    ,4,N,,,+520-001-090-000[,,
165,Harappa,,,,,,<  ,-1,,Figure 39.06,Harappa Archaeological Research Project, Harappa Excavations 1995Richard H. Meadow, Jonathan Mark Kenoyer and Rita P. WrightNovember 15, 1995,,,,,,,POT:T:g,,,,,0,0,0,0,,,Poor,complete,None,None,,1,,UC,1,,   ,3,N,,,+031-460-000+,,
166,Harappa,,,,,,,0,,708,Vats CI:708,,,,,,,POT:T:g,,,,,0,0,0,0,,,Poor,fragment,None,Mult,,1,,UC,1,,   ,3,N,,,+000-220-000+,Mult,Mult,Mult,,None,N,,
167,Harappa,,,,,,,4877,,786,Vats CIV:077,,,,,,,POT:T:g,,,,,0,0,0,0,,,Poor,fragment,None,None,,1,,UC,1,,   ,3,N,,,]000-803-000[,,
168,Harappa,,,,,,,4878,12659,787,Vats CIV:078,,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,fragment,None,None,,1,,UC,1,,  ,2,N,,,+745-000[,,
169,Harappa,,,,,,,4884,,793,Vats CIV:084,,,,,,,POT:T:g,,,,,0,0,0,0,,,Poor,fragment,None,None,,1,,UC,1,,  ,2,N,,,+740-000[,,
170,Harappa,,,,,,,4713,4332,713,Vats: CI:713,,,,,,,MISC,,,,,0,0,0,0,,,Fair,complete,None,,,1,,UC,1,R/L,   ,3,Y,,,+527-740-914+,,
171,Harappa,,,,,,,4854,,765,Vats CIII:054,,Stratum IV,,,,,MISC,,,,,0,0,0,0,Stone,,Poor,fragment,None,None,,1,,UC,1,,  ,2,?,,,]035-705+,,
172,Harappa,,,,,,,4881,9615,790,Vats CIV:081,,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,fragment,None,None,,1,,UC,1,,  ,2,N,,,]034-000+,,
173,Harappa,,,,,,,4873,,782,Vats CIV:073,,,,,,,POT:T:s,,,,,0,0,0,0,Clay,,Poor,fragment,None,None,,1,,ZN,1,R/L,  ,2,Y,,,+220-016+,,
174,Harappa,,,,J7,,,4803,3656,716,Vats: plate CII:003,,Stratum III,,,-6.0,,POT:T:g,,9.38,7,,238.252,177.8,0,0,Clay,,Poor,fragment,None,None,CISI vol. 3.1,1,,UC,1,R/L,   ,3,N,Partly linear,Unequal,]590-220-003+,,
175,Harappa,,,,,,,4849,,761,Vats CIII:049,,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,fragment,None,None,,1,,UC,1,R/L,  ,2,?,,,]220-032+,,
176,Harappa,,,,,,,4853,,764,Vats CIII:053,,,,,,,POT:T:s,,,,,0,0,0,0,Clay,,Poor,fragment,None,None,,1,,SS,1,R/L,  ,2,Y,,,+235-033+,,
177,Harappa,,,,,,<  ,4833,,CIII:033,,,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,complete,None,None,The Find Number Might be G267 or G217. Duplicate of CIII:051,1,,UC,1,,    ,4,N,,,+000-055-033-033+,,
178,Harappa,,,,,,<  ,4652,,652,,,,,,,,TAB:B,White,1.05,0.45,,26.67,11.43,0,0,Faience,,Poor,complete,None,None,,1,,UC,1,,   ,3,N,,,+000-000-033+,,
179,Harappa,,,,,,,4875,G279,784,Vats CIV:075,,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,fragment,None,None,,1,,AN,1,, ,1,Y,Indefinable,Indefinable,+090+,,
180,Mohenjo-daro,,,,,,,0,DK4807,779,,,,,rectangular,,,TAB:C,,,,,0,0,0,0,Copper,NMI 57,Poor,complete,,Anth,Compare to the texts of M-582, M-583.,1,,UC,1,R/L,       ,7,N,,,+740-900-000-407-000-000-000+,Anth,Anth,Anth,,,Y,,
181,Harappa,,,,,,,4839,8013,752,Vats CIII:039,,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,fragment,None,None,,1,,SS,1,R/L,  ,2,Y,,,+740-142+,,
182,Harappa,,,,,,,4841,,754,Vats CIII:041,,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,fragment,None,None,,1,,UC,1,, ,1,Y,Indefinable,Indefinable,+156+,,
183,Harappa,,,,,,<  ,0,,CIII:037,,,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,fragment,None,None,,1,,UC,1,,   ,3,N,,,+415-000-160+,,
184,Harappa,,,,,,,4476,3024,476,,,,,,,,TAB:I,White,0.4,0.3,,10.16,7.62,0,0,Steatite,,Poor,fragment,None,None,,2,,UC,1,,  ,2,N,,,]000-700+,UC,1,R/L,  ,2,N,,,]000-176+,,
185,Harappa,,,,,,,4808,,721,,,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,fragment,None,None,Duplicated by Vats in Plate CIII:47 and CII:008,1,,SC,1,R/L,   ,3,?,,,]080-388-220[,,
186,Harappa,,,,,,,4826,3931,739,Vats CII:026,,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,fragment,None,None,,1,,UC,1,,   ,3,N,,,]000-000-220+,,
187,Harappa,,,,,,,5417,1433,570,,,,,,,,TAB:I,White,,,,0,0,0,0,Steatite,,Poor,fragment,None,None,Maybe sign 898 instead of 220.,2,,NU,1,, ,1,?,Indefinable,Indefinable,]615[,UC,1,, ,1,?,Indefinable,Indefinable,]220[,,
188,Harappa,,,,,,,4810,3779,723,Vats CII:010,,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,fragment,None,None,,1,,UC,1,R/L,   ,3,N,,,]000-550-231[,,
189,Harappa,,,,,,,4805,10284,718,Vats CII:005,,Stratum IV,,,-13.67,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,fragment,None,None,,1,,PP,1,R/L,    ,4,?,,,+740-690-630-240[,,
190,Harappa,,,,,,,4832,,745,Vats CIII:032,,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,fragment,None,None,,1,,UC,1,, ,1,?,Indefinable,Indefinable,+240[,,
191,Harappa,,,,,,,4879,,788,Vats CIV:079,,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,fragment,None,None,,1,,UC,1,, ,1,?,Indefinable,Indefinable,]400+,,
192,Harappa,,,,,,,0,8620,743,Vats CIII:030,,,,,,,POT:T:g,,,,,0,0,0,0,Clay,,Poor,fragment,None,None,,1,,UC,1,,     ,5,N,,,+000-000-000-000-405[,,
193,Harappa,,,,,,,4846,3759,CIII:046,,,,,,,,POT:T:s,,,,,0,0,0,0,Clay,,Poor,complete,None,None,,1,,UC,1,,  ,2,Y,,,+697-590+,,
